ID	Chrom	Start	Stop
MI0003629_MIMAT0003284_57913027	chr12	57913027	57913047
MI0003632_MIMAT0003287_81329597	chr12	81329597	81329617
MI0003638_MIMAT0003293_31483933	chr14	31483933	31483953
MI0003639_MIMAT0003294_65937834	chr14	65937834	65937854
MI0003639_MIMAT0004808_65937871	chr14	65937871	65937891
MI0003639_MIMAT0004808_65937872	chr14	65937872	65937892
MI0003641_MIMAT0003296_42491849	chr15	42491849	42491869
MI0003642_MIMAT0004809_55665210	chr15	55665210	55665230
MI0003642_MIMAT0003297_55665172	chr15	55665172	55665192
MI0003642_MIMAT0003297_55665173	chr15	55665173	55665193
MI0003643_MIMAT0004810_70371786	chr15	70371786	70371806
MI0003646_MIMAT0003301_17717230	chr17	17717230	17717250
MI0003646_MIMAT0004811_17717192	chr17	17717192	17717212
MI0003656_MIMAT0003311_40788533	chr19	40788533	40788553
MI0003657_MIMAT0003312_46178201	chr19	46178201	46178221
MI0003666_MIMAT0003321_8095021	chrX	8095021	8095041
MI0003667_MIMAT0003322_109298615	chrX	109298615	109298635
MI0003667_MIMAT0003322_109298617	chrX	109298617	109298637
MI0003667_MIMAT0003322_109298618	chrX	109298618	109298638
MI0003673_MIMAT0003327_54466555	chr5	54466555	54466575
MI0003674_MIMAT0003328_93112152	chr7	93112152	93112172
MI0003675_MIMAT0003329_101489676	chr14	101489676	101489696
MI0003675_MIMAT0003329_101489677	chr14	101489677	101489697
MI0003675_MIMAT0004813_101489712	chr14	101489712	101489732
MI0003676_MIMAT0003330_101506571	chr14	101506571	101506591
MI0003676_MIMAT0004814_101506604	chr14	101506604	101506624
MI0003676_MIMAT0004814_101506605	chr14	101506605	101506625
MI0003676_MIMAT0004814_101506606	chr14	101506606	101506626
MI0003677_MIMAT0003331_101515947	chr14	101515947	101515967
MI0003678_MIMAT0003332_101533103	chr14	101533103	101533123
MI0003684_MIMAT0003338_49777864	chrX	49777864	49777884
MI0003684_MIMAT0003338_49777865	chrX	49777865	49777885
MI0003685_MIMAT0003339_73438245	chrX	73438245	73438265
MI0003685_MIMAT0003339_73438246	chrX	73438246	73438266
MI0003685_MIMAT0003339_73438248	chrX	73438248	73438268
MI0003685_MIMAT0003339_73438249	chrX	73438249	73438269
MI0003686_MIMAT0003340_133675452	chrX	133675452	133675472
MI0003686_MIMAT0003389_133675415	chrX	133675415	133675435
MI0003686_MIMAT0003389_133675416	chrX	133675416	133675436
MI0003757_MIMAT0003879_101492408	chr14	101492408	101492428
MI0003760_MIMAT0003880_150935535	chr7	150935535	150935555
MI0003760_MIMAT0004819_150935573	chr7	150935573	150935593
MI0003760_MIMAT0004819_150935574	chr7	150935574	150935594
MI0003776_MIMAT0005792_117214408	chr1	117214408	117214428
MI0003776_MIMAT0005792_117214409	chr1	117214409	117214429
MI0003776_MIMAT0005792_117214410	chr1	117214410	117214430
MI0003778_MIMAT0005793_19263520	chr18	19263520	19263540
MI0003780_MIMAT0005794_65132793	chr10	65132793	65132813
MI0003782_MIMAT0006789_63005955	chrX	63005955	63005975
MI0003814_MIMAT0005796_175794963	chr5	175794963	175794983
MI0003815_MIMAT0005797_25551542	chr2	25551542	25551562
MI0003815_MIMAT0005797_25551543	chr2	25551543	25551563
MI0003820_MIMAT0003884_57215210	chr17	57215210	57215230
MI0003820_MIMAT0003885_57215169	chr17	57215169	57215189
MI0003820_MIMAT0003885_57215170	chr17	57215170	57215190
MI0003821_MIMAT0005798_101510549	chr14	101510549	101510569
MI0003823_MIMAT0010251_54468164	chr5	54468164	54468184
MI0003823_MIMAT0010251_54468165	chr5	54468165	54468185
MI0003834_MIMAT0003886_46522218	chr19	46522218	46522238
MI0003834_MIMAT0003886_46522219	chr19	46522219	46522239
MI0003834_MIMAT0003886_46522220	chr19	46522220	46522240
MI0003834_MIMAT0003887_46522258	chr19	46522258	46522278
MI0003834_MIMAT0003887_46522259	chr19	46522259	46522279
MI0003836_MIMAT0003888_118780747	chrX	118780747	118780767
MI0003839_MIMAT0005792_224444771	chr1	224444771	224444791
MI0003839_MIMAT0005792_224444772	chr1	224444772	224444792
MI0003839_MIMAT0005792_224444773	chr1	224444773	224444793
MI0005416_MIMAT0006790_2018017	chr11	2018017	2018037
MI0005524_MIMAT0004902_145109380	chrX	145109380	145109400
MI0005530_MIMAT0002881_146340314	chrX	146340314	146340334
MI0005531_MIMAT0004909_133674282	chrX	133674282	133674302
MI0005532_MIMAT0004911_136983291	chr5	136983291	136983311
MI0005532_MIMAT0004911_136983292	chr5	136983292	136983312
MI0005540_MIMAT0004921_101514286	chr14	101514286	101514306
MI0005543_MIMAT0004926_79113143	chr11	79113143	79113163
MI0005543_MIMAT0004927_79113096	chr11	79113096	79113116
MI0005543_MIMAT0004927_79113097	chr11	79113097	79113117
MI0005544_MIMAT0004928_45725295	chr15	45725295	45725315
MI0005544_MIMAT0004928_45725296	chr15	45725296	45725316
MI0005545_MIMAT0004929_154166209	chr1	154166209	154166229
MI0005559_MIMAT0004945_11985226	chr17	11985226	11985246
MI0005559_MIMAT0004945_11985227	chr17	11985227	11985247
MI0005559_MIMAT0004946_11985277	chr17	11985277	11985297
MI0005559_MIMAT0004946_11985283	chr17	11985283	11985303
MI0005560_MIMAT0004947_10436236	chr3	10436236	10436256
MI0005561_MIMAT0004949_30552109	chr6	30552109	30552129
MI0005561_MIMAT0004949_30552110	chr6	30552110	30552130
MI0005562_MIMAT0004951_15935338	chr5	15935338	15935358
MI0005562_MIMAT0004951_15935339	chr5	15935339	15935359
MI0005563_MIMAT0004952_101341412	chr14	101341412	101341432
MI0005564_MIMAT0004953_28888943	chr9	28888943	28888963
MI0005564_MIMAT0004953_28888944	chr9	28888944	28888964
MI0005565_MIMAT0004954_101498370	chr14	101498370	101498390
MI0005566_MIMAT0004955_73438440	chrX	73438440	73438460
MI0005566_MIMAT0004955_73438442	chrX	73438442	73438462
MI0005566_MIMAT0004955_73438443	chrX	73438443	73438463
MI0005566_MIMAT0004956_73438412	chrX	73438412	73438432
MI0005566_MIMAT0004956_73438413	chrX	73438413	73438433
MI0005566_MIMAT0004956_73438414	chrX	73438414	73438434
MI0005568_MIMAT0004958_22007314	chr22	22007314	22007334
MI0005717_MIMAT0002881_146341201	chrX	146341201	146341221
MI0005756_MIMAT0004977_135633051	chrX	135633051	135633071
MI0005762_MIMAT0004983_2321807	chr16	2321807	2321827
MI0005763_MIMAT0004984_62550848	chr20	62550848	62550868
MI0005765_MIMAT0004984_62551155	chr20	62551155	62551175
MI0005766_MIMAT0004984_62551267	chr20	62551267	62551287
MI0005767_MIMAT0004985_117637277	chr1	117637277	117637297
MI0005767_MIMAT0004985_117637279	chr1	117637279	117637299
MI0005769_MIMAT0004987_189547763	chr3	189547763	189547783
MI0005769_MIMAT0004987_189547764	chr3	189547764	189547784
MI0005769_MIMAT0004987_189547765	chr3	189547765	189547785
MI0006273_MIMAT0005825_19247847	chr17	19247847	19247867
MI0006313_MIMAT0005577_47891098	chr3	47891098	47891118
MI0006344_MIMAT0005874_112748736	chr10	112748736	112748756
MI0006346_MIMAT0005876_91833362	chr7	91833362	91833382
MI0006348_MIMAT0005877_20236688	chr22	20236688	20236708
MI0006349_MIMAT0005878_100155049	chr10	100155049	100155069
MI0006350_MIMAT0005879_34041834	chr20	34041834	34041854
MI0006351_MIMAT0005879_132763329	chr5	132763329	132763349
MI0006353_MIMAT0005881_49048300	chr12	49048300	49048320
MI0006353_MIMAT0005881_49048301	chr12	49048301	49048321
MI0006354_MIMAT0005882_70130092	chr11	70130092	70130112
MI0006356_MIMAT0005884_153726713	chr5	153726713	153726733
MI0006359_MIMAT0005887_69002260	chr9	69002260	69002280
MI0006382_MIMAT0005899_102026720	chr14	102026720	102026740
MI0006383_MIMAT0005900_186504464	chr3	186504464	186504484
MI0006384_MIMAT0005901_45596860	chr22	45596860	45596880
MI0006388_MIMAT0005905_70519092	chr10	70519092	70519112
MI0006389_MIMAT0005906_102251544	chr4	102251544	102251564
MI0006394_MIMAT0005911_77732574	chr14	77732574	77732594
MI0006402_MIMAT0005919_102046216	chr7	102046216	102046236
MI0006403_MIMAT0005920_52569385	chr15	52569385	52569405
MI0006407_MIMAT0005924_20510151	chr19	20510151	20510171
MI0006415_MIMAT0005929_33967811	chr6	33967811	33967831
MI0006419_MIMAT0005933_117520403	chrX	117520403	117520423
MI0006437_MIMAT0005946_128081012	chr3	128081012	128081032
MI0006442_MIMAT0005948_220373950	chr1	220373950	220373970
MI0006442_MIMAT0005948_220373951	chr1	220373951	220373971
MI0006442_MIMAT0005949_220373912	chr1	220373912	220373932
MI0006442_MIMAT0005949_220373913	chr1	220373913	220373933
MI0006444_MIMAT0005951_105154078	chr10	105154078	105154098
MI0006444_MIMAT0005951_105154079	chr10	105154079	105154099
MI0006654_MIMAT0005954_164059154	chr3	164059154	164059174
MI0008190_MIMAT0006764_41301982	chr13	41301982	41302002
MI0008191_MIMAT0005793_21901680	chr18	21901680	21901700
MI0008192_MIMAT0006764_140008355	chrX	140008355	140008375
MI0008329_MIMAT0007881_61582701	chr11	61582701	61582721
MI0009986_MIMAT0009451_26881065	chr1	26881065	26881085
MI0009986_MIMAT0009451_26881066	chr1	26881066	26881086
MI0010629_MIMAT0010133_115933931	chr10	115933931	115933951
MI0011284_MIMAT0017352_92956477	chr5	92956477	92956497
MI0014130_MIMAT0014979_67094168	chr1	67094168	67094188
MI0014144_MIMAT0014990_97464025	chr2	97464025	97464045
MI0014186_MIMAT0015032_103361223	chr10	103361223	103361243
MI0014186_MIMAT0015032_103361224	chr10	103361224	103361244
MI0014197_MIMAT0015041_96074611	chr11	96074611	96074631
MI0014197_MIMAT0015041_96074612	chr11	96074612	96074632
MI0014206_MIMAT0015050_101522606	chr14	101522606	101522626
MI0014208_MIMAT0015051_90549996	chr15	90549996	90550016
MI0014210_MIMAT0015053_593336	chr16	593336	593356
MI0014212_MIMAT0015055_2581997	chr16	2581997	2582017
MI0014224_MIMAT0015062_83541954	chr16	83541954	83541974
MI0014228_MIMAT0015066_79099686	chr17	79099686	79099706
MI0014228_MIMAT0015378_79099726	chr17	79099726	79099746
MI0014240_MIMAT0015079_60639864	chr20	60639864	60639884
MI0014240_MIMAT0015079_60639868	chr20	60639868	60639888
MI0014249_MIMAT0015085_31127597	chr22	31127597	31127617
MI0015825_MIMAT0016847_132760921	chr10	132760921	132760941
MI0015825_MIMAT0016847_132760922	chr10	132760922	132760942
MI0015866_MIMAT0016888_61918170	chr20	61918170	61918190
MI0015873_MIMAT0016895_207974787	chr2	207974787	207974807
MI0015903_MIMAT0016925_49775289	chrX	49775289	49775309
MI0015976_MIMAT0005924_20579310	chr19	20579310	20579330
MI0015995_MIMAT0017981_33798072	chr1	33798072	33798092
MI0015995_MIMAT0017981_33798073	chr1	33798073	33798093
MI0015995_MIMAT0017982_33798028	chr1	33798028	33798048
MI0015997_MIMAT0017984_85916324	chr5	85916324	85916344
MI0015997_MIMAT0017984_85916325	chr5	85916325	85916345
MI0015997_MIMAT0017985_85916355	chr5	85916355	85916375
MI0015999_MIMAT0017986_98479322	chr7	98479322	98479342
MI0015999_MIMAT0017986_98479323	chr7	98479323	98479343
MI0016001_MIMAT0017988_35368557	chr10	35368557	35368577
MI0016003_MIMAT0017990_50570622	chr13	50570622	50570642
MI0016003_MIMAT0017991_50570585	chr13	50570585	50570605
MI0016004_MIMAT0017992_54968702	chr17	54968702	54968722
MI0016004_MIMAT0017993_54968664	chr17	54968664	54968684
MI0016005_MIMAT0017994_72744802	chr17	72744802	72744822
MI0016007_MIMAT0017997_44333810	chr20	44333810	44333830
MI0016010_MIMAT0018000_20035240	chrX	20035240	20035260
MI0016010_MIMAT0018000_20035241	chrX	20035241	20035261
MI0016011_MIMAT0018001_228285021	chr1	228285021	228285041
MI0016013_MIMAT0018003_27559207	chr8	27559207	27559227
MI0016056_MIMAT0018076_118889701	chr11	118889701	118889721
MI0016056_MIMAT0018076_118889702	chr11	118889702	118889722
MI0016056_MIMAT0018076_118889704	chr11	118889704	118889724
MI0016078_MIMAT0018101_2320752	chr16	2320752	2320772
MI0016089_MIMAT0018116_160049987	chr4	160049987	160050007
MI0016091_MIMAT0018119_1412820	chrX	1412820	1412840
MI0016413_MIMAT0018183_35731702	chr22	35731702	35731722
MI0016413_MIMAT0018183_35731703	chr22	35731703	35731723
MI0016416_MIMAT0018186_170813700	chr5	170813700	170813720
MI0016416_MIMAT0018186_170813701	chr5	170813701	170813721
MI0016416_MIMAT0018186_170813702	chr5	170813702	170813722
MI0016417_MIMAT0018187_69978579	chr12	69978579	69978599
MI0016417_MIMAT0018187_69978580	chr12	69978580	69978600
MI0016417_MIMAT0018187_69978581	chr12	69978581	69978601
MI0016417_MIMAT0018187_69978582	chr12	69978582	69978602
MI0016429_MIMAT0018197_104985463	chr12	104985463	104985483
MI0016436_MIMAT0018204_69242749	chrX	69242749	69242769
MI0016590_MIMAT0018349_33665929	chr6	33665929	33665949
MI0016597_MIMAT0018356_6416466	chr19	6416466	6416486
MI0003762_MIMAT0003257_29720385	chr7	29720385	29720405
MI0003772_MIMAT0010214_100575792	chr14	100575792	100575812
MI0003772_MIMAT0010214_100575793	chr14	100575793	100575813
MI0003840_MIMAT0018926_94928326	chr8	94928326	94928346
MI0014185_MIMAT0019210_97824099	chr10	97824099	97824119
MI0014187_MIMAT0015032_103361204	chr10	103361204	103361224
MI0014187_MIMAT0015032_103361205	chr10	103361205	103361225
MI0016418_MIMAT0018187_69978523	chr12	69978523	69978543
MI0016418_MIMAT0018187_69978524	chr12	69978524	69978544
MI0016418_MIMAT0018187_69978525	chr12	69978525	69978545
MI0016418_MIMAT0018187_69978526	chr12	69978526	69978546
MI0016747_MIMAT0005905_23682337	chr10	23682337	23682357
MI0016749_MIMAT0018926_5925025	chr4	5925025	5925045
MI0016752_MIMAT0018928_103242950	chr3	103242950	103242970
MI0016761_MIMAT0018937_95211455	chr1	95211455	95211475
MI0016786_MIMAT0018961_48238062	chr3	48238062	48238082
MI0016846_MIMAT0019019_10529841	chr11	10529841	10529861
MI0016846_MIMAT0019019_10529842	chr11	10529842	10529862
MI0016846_MIMAT0019019_10529843	chr11	10529843	10529863
MI0016851_MIMAT0019024_74110345	chr11	74110345	74110365
MI0016851_MIMAT0019024_74110346	chr11	74110346	74110366
MI0016854_MIMAT0019027_118781474	chr11	118781474	118781494
MI0016872_MIMAT0019045_23807269	chr15	23807269	23807289
MI0016872_MIMAT0019045_23807271	chr15	23807271	23807291
MI0016876_MIMAT0019047_36219064	chr15	36219064	36219084
MI0016882_MIMAT0019053_2183121	chr16	2183121	2183141
MI0016887_MIMAT0019058_8090266	chr17	8090266	8090286
MI0016891_MIMAT0019063_67095732	chr17	67095732	67095752
MI0016899_MIMAT0019071_56470455	chr20	56470455	56470475
MI0016899_MIMAT0019071_56470456	chr20	56470456	56470476
MI0016899_MIMAT0019071_56470457	chr20	56470457	56470477
MI0016899_MIMAT0019071_56470458	chr20	56470458	56470478
MI0016902_MIMAT0019074_42319295	chr22	42319295	42319315
MI0017263_MIMAT0019693_9053998	chr5	9053998	9054018
MI0017272_MIMAT0019706_2854297	chr6	2854297	2854317
MI0017289_MIMAT0019729_92217722	chr8	92217722	92217742
MI0017290_MIMAT0019731_125834232	chr8	125834232	125834252
MI0017308_MIMAT0019761_243509527	chr1	243509527	243509547
MI0017315_MIMAT0019768_35930131	chr10	35930131	35930151
MI0017336_MIMAT0019802_52126773	chr13	52126773	52126793
MI0017338_MIMAT0019805_102698345	chr13	102698345	102698365
MI0017340_MIMAT0019808_23426187	chr14	23426187	23426207
MI0017342_MIMAT0019811_74946899	chr14	74946899	74946919
MI0017343_MIMAT0019814_104583787	chr14	104583787	104583807
MI0017365_MIMAT0019850_37882790	chr17	37882790	37882810
MI0017369_MIMAT0019856_27188706	chr17	27188706	27188726
MI0017385_MIMAT0019880_4445984	chr19	4445984	4446004
MI0017393_MIMAT0019892_54290990	chr19	54290990	54291010
MI0017414_MIMAT0019926_103048760	chr2	103048760	103048780
MI0017418_MIMAT0019931_208619540	chr2	208619540	208619560
MI0017426_MIMAT0019943_54519797	chr1	54519797	54519817
MI0017432_MIMAT0019952_240273488	chr2	240273488	240273508
MI0017438_MIMAT0019963_19356416	chr3	19356416	19356436
MI0017447_MIMAT0018116_160050013	chr4	160050013	160050033
MI0000061_MIMAT0000062_122017292	chr11	122017292	122017312
MI0000061_MIMAT0000062_122017294	chr11	122017294	122017314
MI0000061_MIMAT0000062_122017295	chr11	122017295	122017315
MI0000061_MIMAT0000062_122017296	chr11	122017296	122017316
MI0000061_MIMAT0000062_122017297	chr11	122017297	122017317
MI0000061_MIMAT0000062_122017298	chr11	122017298	122017318
MI0000062_MIMAT0004481_46508675	chr22	46508675	46508695
MI0000062_MIMAT0004481_46508680	chr22	46508680	46508700
MI0000062_MIMAT0004481_46508681	chr22	46508681	46508701
MI0000062_MIMAT0004481_46508682	chr22	46508682	46508702
MI0000068_MIMAT0000067_53584223	chrX	53584223	53584243
MI0000068_MIMAT0000067_53584224	chrX	53584224	53584244
MI0000068_MIMAT0000067_53584225	chrX	53584225	53584245
MI0000068_MIMAT0000067_53584226	chrX	53584226	53584246
MI0000068_MIMAT0000067_53584227	chrX	53584227	53584247
MI0000068_MIMAT0000067_53584228	chrX	53584228	53584248
MI0000068_MIMAT0000067_53584229	chrX	53584229	53584249
MI0000075_MIMAT0000074_133303735	chrX	133303735	133303755
MI0000075_MIMAT0000074_133303736	chrX	133303736	133303756
MI0000081_MIMAT0000080_13947121	chr19	13947121	13947141
MI0000081_MIMAT0000080_13947122	chr19	13947122	13947142
MI0000081_MIMAT0000080_13947123	chr19	13947123	13947143
MI0000081_MIMAT0000080_13947124	chr19	13947124	13947144
MI0000081_MIMAT0000080_13947125	chr19	13947125	13947145
MI0000081_MIMAT0000080_13947126	chr19	13947126	13947146
MI0000094_MIMAT0000092_133303593	chrX	133303593	133303613
MI0000094_MIMAT0000092_133303594	chrX	133303594	133303614
MI0000094_MIMAT0000092_133303595	chrX	133303595	133303615
MI0000094_MIMAT0000092_133303596	chrX	133303596	133303616
MI0000107_MIMAT0000100_207975811	chr1	207975811	207975831
MI0000107_MIMAT0000100_207975812	chr1	207975812	207975832
MI0000107_MIMAT0000100_207975817	chr1	207975817	207975837
MI0000107_MIMAT0000100_207975818	chr1	207975818	207975838
MI0000109_MIMAT0000101_167987929	chr5	167987929	167987949
MI0000109_MIMAT0000101_167987930	chr5	167987930	167987950
MI0000109_MIMAT0000101_167987931	chr5	167987931	167987951
MI0000109_MIMAT0000101_167987932	chr5	167987932	167987952
MI0000115_MIMAT0000069_160122541	chr3	160122541	160122561
MI0000115_MIMAT0000069_160122542	chr3	160122542	160122562
MI0000115_MIMAT0000069_160122543	chr3	160122543	160122563
MI0000115_MIMAT0000069_160122544	chr3	160122544	160122564
MI0000115_MIMAT0000069_160122547	chr3	160122547	160122567
MI0000115_MIMAT0000069_160122548	chr3	160122548	160122568
MI0000264_MIMAT0000252_89155087	chr15	89155087	89155107
MI0000270_MIMAT0022692_198828036	chr1	198828036	198828056
MI0000279_MIMAT0000226_54385546	chr12	54385546	54385566
MI0000288_MIMAT0022695_1953644	chr17	1953644	1953664
MI0000289_MIMAT0000256_198828251	chr1	198828251	198828271
MI0000289_MIMAT0000256_198828256	chr1	198828256	198828276
MI0000289_MIMAT0000256_198828257	chr1	198828257	198828277
MI0000289_MIMAT0000256_198828258	chr1	198828258	198828278
MI0000289_MIMAT0000256_198828259	chr1	198828259	198828279
MI0000289_MIMAT0000256_198828260	chr1	198828260	198828280
MI0000295_MIMAT0000275_168195235	chr5	168195235	168195255
MI0000295_MIMAT0000275_168195236	chr5	168195236	168195256
MI0000453_MIMAT0000428_97957612	chr12	97957612	97957632
MI0000467_MIMAT0000441_87962742	chr5	87962742	87962762
MI0000470_MIMAT0000423_17962573	chr21	17962573	17962593
MI0000470_MIMAT0000423_17962574	chr21	17962574	17962594
MI0000470_MIMAT0000423_17962575	chr21	17962575	17962595
MI0000470_MIMAT0000423_17962576	chr21	17962576	17962596
MI0000470_MIMAT0000423_17962577	chr21	17962577	17962597
MI0000476_MIMAT0000430_44155726	chr3	44155726	44155746
MI0000683_MIMAT0000257_127456003	chr9	127456003	127456023
MI0000683_MIMAT0000257_127456004	chr9	127456004	127456024
MI0000683_MIMAT0000257_127456005	chr9	127456005	127456025
MI0000683_MIMAT0000257_127456007	chr9	127456007	127456027
MI0000732_MIMAT0000460_64658897	chr11	64658897	64658917
MI0000736_MIMAT0000244_41222972	chr1	41222972	41222992
MI0000736_MIMAT0000244_41222973	chr1	41222973	41222993
MI0000739_MIMAT0000099_4850343	chr9	4850343	4850363
MI0000739_MIMAT0000099_4850344	chr9	4850344	4850364
MI0000739_MIMAT0000099_4850345	chr9	4850345	4850365
MI0000739_MIMAT0000099_4850346	chr9	4850346	4850366
MI0000739_MIMAT0000099_4850347	chr9	4850347	4850367
MI0000739_MIMAT0000099_4850348	chr9	4850348	4850368
MI0000745_MIMAT0022696_57228569	chr17	57228569	57228589
MI0000750_MIMAT0000082_58218456	chr12	58218456	58218476
MI0000750_MIMAT0000082_58218458	chr12	58218458	58218478
MI0000750_MIMAT0000082_58218459	chr12	58218459	58218479
MI0000750_MIMAT0000082_58218460	chr12	58218460	58218480
MI0000750_MIMAT0000082_58218461	chr12	58218461	58218481
MI0000750_MIMAT0000082_58218462	chr12	58218462	58218482
MI0000750_MIMAT0000082_58218463	chr12	58218463	58218483
MI0000750_MIMAT0000082_58218464	chr12	58218464	58218484
MI0000769_MIMAT0022834_29902497	chr17	29902497	29902517
MI0000790_MIMAT0022697_101520689	chr14	101520689	101520709
MI0003172_MIMAT0002859_54240114	chr19	54240114	54240134
MI0003182_MIMAT0002869_54265651	chr19	54265651	54265671
MI0003187_MIMAT0001545_133674615	chrX	133674615	133674635
MI0003199_MIMAT0002883_146363495	chrX	146363495	146363515
MI0003199_MIMAT0002883_146363497	chrX	146363497	146363517
MI0003514_MIMAT0022705_101513706	chr14	101513706	101513726
MI0003514_MIMAT0022705_101513708	chr14	101513708	101513728
MI0003514_MIMAT0022705_101513709	chr14	101513709	101513729
MI0003529_MIMAT0000729_101506455	chr14	101506455	101506475
MI0003567_MIMAT0022706_189162244	chr2	189162244	189162264
MI0003601_MIMAT0004800_32772614	chr7	32772614	32772634
MI0003601_MIMAT0004800_32772615	chr7	32772615	32772635
MI0003601_MIMAT0003257_32772653	chr7	32772653	32772673
MI0003667_MIMAT0022709_109298576	chrX	109298576	109298596
MI0003683_MIMAT0022710_38243760	chr22	38243760	38243780
MI0003684_MIMAT0022711_49777900	chrX	49777900	49777920
MI0003844_MIMAT0005798_101509328	chr14	101509328	101509348
MI0003844_MIMAT0022838_101509366	chr14	101509366	101509386
MI0005564_MIMAT0022717_28888907	chr9	28888907	28888927
MI0006371_MIMAT0022720_93466877	chr11	93466877	93466897
MI0006371_MIMAT0022720_93466878	chr11	93466878	93466898
MI0006382_MIMAT0022721_102026683	chr14	102026683	102026703
MI0006419_MIMAT0022724_117520367	chrX	117520367	117520387
MI0006443_MIMAT0022726_20073595	chr22	20073595	20073615
MI0006444_MIMAT0022727_105154118	chr10	105154118	105154138
MI0016077_MIMAT0022734_8090517	chr17	8090517	8090537
MI0016746_MIMAT0005919_37145250	chr20	37145250	37145270
MI0017866_MIMAT0021020_75318000	chr2	75318000	75318020
MI0017867_MIMAT0021022_233415224	chr2	233415224	233415244
MI0017878_MIMAT0021044_40666285	chr17	40666285	40666305
MI0019115_MIMAT0022258_23228515	chr22	23228515	23228535
MI0019116_MIMAT0022259_43493083	chr10	43493083	43493103
MI0019134_MIMAT0022271_153996871	chrX	153996871	153996891
MI0019134_MIMAT0022272_153996910	chrX	153996910	153996930
MI0019137_MIMAT0022277_40646791	chr17	40646791	40646811
MI0019280_MIMAT0022468_103137711	chr8	103137711	103137731
MI0019284_MIMAT0022472_6169576	chr6	6169576	6169596
MI0019295_MIMAT0022482_35632557	chr6	35632557	35632577
